Date,Body,TransactionID,Amount,Category
05/25/2024,"TxId: 95960893947. Your payment of 2,000 RWF to Samuel Carter 19954 has been completed at 2024-05-25 11:19:23. Your new balance: 4,050 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",95960893947.0,"2,000",Payments to Code Holders
05/25/2024,"TxId: 43786042083. Your payment of 9,300 RWF to Jane Smith 15975 has been completed at 2024-05-25 17:20:20. Your new balance: 4,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",43786042083.0,"9,300",Payments to Code Holders
05/25/2024,"TxId: 51199793551. Your payment of 2,000 RWF to Samuel Carter 24729 has been completed at 2024-05-25 19:50:55. Your new balance: 2,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",51199793551.0,"2,000",Payments to Code Holders
05/25/2024,"TxId: 90057863776. Your payment of 1,000 RWF to Jane Smith 55799 has been completed at 2024-05-25 23:47:53. Your new balance: 1,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",90057863776.0,"1,000",Payments to Code Holders
05/26/2024,"TxId: 65035082869. Your payment of 8,000 RWF to Jane Smith 51116 has been completed at 2024-05-26 17:19:28. Your new balance: 2,450 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",65035082869.0,"8,000",Payments to Code Holders
05/26/2024,"TxId: 23112980564. Your payment of 2,000 RWF to Robert Brown 11803 has been completed at 2024-05-26 18:46:37. Your new balance: 450 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",23112980564.0,"2,000",Payments to Code Holders
05/27/2024,"TxId: 97391079490. Your payment of 1,700 RWF to Samuel Carter 71141 has been completed at 2024-05-27 08:01:47. Your new balance: 3,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",97391079490.0,"1,700",Payments to Code Holders
05/28/2024,"TxId: 28021128029. Your payment of 1,500 RWF to Alex Doe 44654 has been completed at 2024-05-28 17:34:02. Your new balance: 1,400 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",28021128029.0,"1,500",Payments to Code Holders
05/30/2024,"TxId: 59054859038. Your payment of 1,800 RWF to Jane Smith 39230 has been completed at 2024-05-30 12:14:29. Your new balance: 3,600 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",59054859038.0,"1,800",Payments to Code Holders
05/31/2024,"TxId: 49894890981. Your payment of 1,700 RWF to Linda Green 61690 has been completed at 2024-05-31 09:39:36. Your new balance: 4,000 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",49894890981.0,"1,700",Payments to Code Holders
05/31/2024,"TxId: 36362293540. Your payment of 1,500 RWF to Jane Smith 80677 has been completed at 2024-05-31 12:57:20. Your new balance: 2,500 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",36362293540.0,"1,500",Payments to Code Holders
06/01/2024,"TxId: 38069282043. Your payment of 4,050 RWF to Jane Smith 20505 has been completed at 2024-06-01 14:35:41. Your new balance: 730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",38069282043.0,"4,050",Payments to Code Holders
06/01/2024,"TxId: 66215693108. Your payment of 1,000 RWF to Samuel Carter 81957 has been completed at 2024-06-01 19:46:46. Your new balance: 14,730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",66215693108.0,"1,000",Payments to Code Holders
06/01/2024,"TxId: 37706238756. Your payment of 900 RWF to Robert Brown 96964 has been completed at 2024-06-01 19:48:05. Your new balance: 13,830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",37706238756.0,900,Payments to Code Holders
06/01/2024,"TxId: 22989641020. Your payment of 1,500 RWF to Linda Green 38423 has been completed at 2024-06-01 19:51:37. Your new balance: 2,230 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",22989641020.0,"1,500",Payments to Code Holders
06/02/2024,"TxId: 28025360855. Your payment of 2,000 RWF to Alex Doe 65474 has been completed at 2024-06-02 21:10:45. Your new balance: 3,130 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",28025360855.0,"2,000",Payments to Code Holders
06/03/2024,"TxId: 32615649069. Your payment of 3,500 RWF to Jane Smith 14003 has been completed at 2024-06-03 13:10:42. Your new balance: 3,030 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",32615649069.0,"3,500",Payments to Code Holders
06/03/2024,"TxId: 21910499837. Your payment of 4,800 RWF to Alex Doe 46942 has been completed at 2024-06-03 18:57:19. Your new balance: 3,430 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",21910499837.0,"4,800",Payments to Code Holders
06/03/2024,"TxId: 40412577651. Your payment of 1,300 RWF to Samuel Carter 46893 has been completed at 2024-06-03 19:34:13. Your new balance: 2,130 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",40412577651.0,"1,300",Payments to Code Holders
06/04/2024,"TxId: 44021806588. Your payment of 1,500 RWF to Linda Green 96637 has been completed at 2024-06-04 09:32:38. Your new balance: 630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",44021806588.0,"1,500",Payments to Code Holders
06/04/2024,"TxId: 70782527436. Your payment of 3,500 RWF to Robert Brown 25426 has been completed at 2024-06-04 13:52:25. Your new balance: 2,130 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",70782527436.0,"3,500",Payments to Code Holders
06/04/2024,"TxId: 15037119744. Your payment of 2,100 RWF to Alex Doe 72233 has been completed at 2024-06-04 21:19:34. Your new balance: 30 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",15037119744.0,"2,100",Payments to Code Holders
06/05/2024,"TxId: 25107231114. Your payment of 24,500 RWF to Alex Doe 27079 has been completed at 2024-06-05 17:19:49. Your new balance: 830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",25107231114.0,"24,500",Payments to Code Holders
06/05/2024,"TxId: 19727516208. Your payment of 600 RWF to Linda Green 76533 has been completed at 2024-06-05 22:17:21. Your new balance: 1,630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",19727516208.0,600,Payments to Code Holders
06/06/2024,"TxId: 36046721654. Your payment of 800 RWF to Robert Brown 84176 has been completed at 2024-06-06 18:18:56. Your new balance: 2,830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",36046721654.0,800,Payments to Code Holders
06/12/2024,"TxId: 94257743617. Your payment of 3,500 RWF to Robert Brown 39208 has been completed at 2024-06-12 13:04:58. Your new balance: 2,710 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",94257743617.0,"3,500",Payments to Code Holders
06/12/2024,"TxId: 28563784569. Your payment of 1,500 RWF to Alex Doe 39288 has been completed at 2024-06-12 17:08:44. Your new balance: 4,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",28563784569.0,"1,500",Payments to Code Holders
06/12/2024,"TxId: 16877151789. Your payment of 1,500 RWF to Alex Doe 44082 has been completed at 2024-06-12 17:15:15. Your new balance: 3,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",16877151789.0,"1,500",Payments to Code Holders
06/12/2024,"TxId: 49766645414. Your payment of 800 RWF to Linda Green 18881 has been completed at 2024-06-12 20:18:40. Your new balance: 5,670 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",49766645414.0,800,Payments to Code Holders
06/12/2024,"TxId: 91799715733. Your payment of 1,000 RWF to Samuel Carter 70871 has been completed at 2024-06-12 22:08:07. Your new balance: 4,670 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",91799715733.0,"1,000",Payments to Code Holders
06/12/2024,"TxId: 42326639460. Your payment of 1,600 RWF to Jane Smith 37496 has been completed at 2024-06-12 22:24:34. Your new balance: 3,070 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",42326639460.0,"1,600",Payments to Code Holders
06/13/2024,"TxId: 18893569803. Your payment of 1,500 RWF to Alex Doe 45991 has been completed at 2024-06-13 13:36:25. Your new balance: 3,650 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",18893569803.0,"1,500",Payments to Code Holders
06/14/2024,"TxId: 10809435113. Your payment of 2,000 RWF to Linda Green 84094 has been completed at 2024-06-14 09:44:21. Your new balance: 2,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",10809435113.0,"2,000",Payments to Code Holders
06/14/2024,"TxId: 97328486237. Your payment of 1,800 RWF to Samuel Carter 31469 has been completed at 2024-06-14 10:58:00. Your new balance: 950 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",97328486237.0,"1,800",Payments to Code Holders
06/14/2024,"TxId: 20564153955. Your payment of 2,500 RWF to Alex Doe 15064 has been completed at 2024-06-14 13:07:42. Your new balance: 3,450 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",20564153955.0,"2,500",Payments to Code Holders
06/14/2024,"TxId: 31051483102. Your payment of 1,500 RWF to Samuel Carter 28053 has been completed at 2024-06-14 13:28:42. Your new balance: 1,950 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",31051483102.0,"1,500",Payments to Code Holders
06/14/2024,"TxId: 17481776844. Your payment of 1,800 RWF to Robert Brown 40227 has been completed at 2024-06-14 15:52:21. Your new balance: 5,050 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",17481776844.0,"1,800",Payments to Code Holders
06/14/2024,"TxId: 63344530197. Your payment of 1,000 RWF to Robert Brown 18321 has been completed at 2024-06-14 20:04:10. Your new balance: 3,830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",63344530197.0,"1,000",Payments to Code Holders
06/15/2024,"TxId: 99134996997. Your payment of 1,500 RWF to Jane Smith 89064 has been completed at 2024-06-15 13:11:40. Your new balance: 4,730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",99134996997.0,"1,500",Payments to Code Holders
06/15/2024,"TxId: 96723699988. Your payment of 2,100 RWF to Jane Smith 92936 has been completed at 2024-06-15 13:20:08. Your new balance: 1,030 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",96723699988.0,"2,100",Payments to Code Holders
06/15/2024,"TxId: 16545003631. Your payment of 700 RWF to Alex Doe 29114 has been completed at 2024-06-15 14:02:58. Your new balance: 49,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",16545003631.0,700,Payments to Code Holders
06/15/2024,"TxId: 61557468875. Your payment of 23,300 RWF to Jane Smith 90360 has been completed at 2024-06-15 15:37:37. Your new balance: 26,310 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",61557468875.0,"23,300",Payments to Code Holders
06/15/2024,"TxId: 81945111303. Your payment of 11,000 RWF to Alex Doe 15688 has been completed at 2024-06-15 18:30:24. Your new balance: 12,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",81945111303.0,"11,000",Payments to Code Holders
06/16/2024,"TxId: 59979980024. Your payment of 900 RWF to Robert Brown 32983 has been completed at 2024-06-16 12:28:56. Your new balance: 3,210 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",59979980024.0,900,Payments to Code Holders
06/16/2024,"TxId: 77021305535. Your payment of 7,000 RWF to Linda Green 89531 has been completed at 2024-06-16 20:13:42. Your new balance: 2,350 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",77021305535.0,"7,000",Payments to Code Holders
06/16/2024,"TxId: 59491550845. Your payment of 500 RWF to Samuel Carter 54211 has been completed at 2024-06-16 21:48:11. Your new balance: 850 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",59491550845.0,500,Payments to Code Holders
06/17/2024,"TxId: 19524019964. Your payment of 4,500 RWF to Linda Green 22964 has been completed at 2024-06-17 15:57:16. Your new balance: 10,630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",19524019964.0,"4,500",Payments to Code Holders
06/17/2024,"TxId: 23764987164. Your payment of 9,900 RWF to Linda Green 57394 has been completed at 2024-06-17 16:27:00. Your new balance: 42,980 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",23764987164.0,"9,900",Payments to Code Holders
06/17/2024,"TxId: 41741931224. Your payment of 2,800 RWF to Jane Smith 12146 has been completed at 2024-06-17 16:35:20. Your new balance: 40,180 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",41741931224.0,"2,800",Payments to Code Holders
06/17/2024,"TxId: 81779365319. Your payment of 2,000 RWF to Linda Green 31161 has been completed at 2024-06-17 22:14:09. Your new balance: 15,210 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",81779365319.0,"2,000",Payments to Code Holders
06/18/2024,"TxId: 12093489080. Your payment of 2,500 RWF to Alex Doe 12185 has been completed at 2024-06-18 13:32:45. Your new balance: 10,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",12093489080.0,"2,500",Payments to Code Holders
06/18/2024,"TxId: 10919892030. Your payment of 1,500 RWF to Samuel Carter 54054 has been completed at 2024-06-18 13:47:33. Your new balance: 9,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",10919892030.0,"1,500",Payments to Code Holders
06/18/2024,"TxId: 92393353015. Your payment of 1,500 RWF to Alex Doe 12474 has been completed at 2024-06-18 20:13:38. Your new balance: 10,810 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",92393353015.0,"1,500",Payments to Code Holders
06/19/2024,"TxId: 70015105006. Your payment of 3,500 RWF to Robert Brown 29936 has been completed at 2024-06-19 13:14:56. Your new balance: 7,310 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",70015105006.0,"3,500",Payments to Code Holders
06/19/2024,"TxId: 11901062453. Your payment of 1,500 RWF to Samuel Carter 20955 has been completed at 2024-06-19 16:07:43. Your new balance: 5,810 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",11901062453.0,"1,500",Payments to Code Holders
06/21/2024,"TxId: 65472821949. Your payment of 1,500 RWF to Alex Doe 35808 has been completed at 2024-06-21 16:01:02. Your new balance: 2,640 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",65472821949.0,"1,500",Payments to Code Holders
06/21/2024,"TxId: 18526546570. Your payment of 1,000 RWF to Alex Doe 27861 has been completed at 2024-06-21 19:02:57. Your new balance: 4,540 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",18526546570.0,"1,000",Payments to Code Holders
06/21/2024,"TxId: 90823104833. Your payment of 800 RWF to Jane Smith 90263 has been completed at 2024-06-21 21:08:17. Your new balance: 3,740 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",90823104833.0,800,Payments to Code Holders
06/22/2024,"TxId: 94029377235. Your payment of 2,500 RWF to Alex Doe 38221 has been completed at 2024-06-22 06:14:50. Your new balance: 1,240 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",94029377235.0,"2,500",Payments to Code Holders
06/22/2024,"TxId: 38074910818. Your payment of 6,200 RWF to Linda Green 39756 has been completed at 2024-06-22 10:49:01. Your new balance: 8,740 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",38074910818.0,"6,200",Payments to Code Holders
